-0.999933,-0.011525, -0.000238681, 0.000616659, 0,0,0, 0.1, 0.1, 0.1, 0.5, 0.5, 0.5
-0.999933,-0.011525, -0.000238681, 0.000616659, 0,0,0, 0.1, 0.1, 0.1, 0.5, 0.5, 0.5
-0.999933,-0.0115251, -0.000238788, 0.000617168, -1.20466e-05,-2.42514e-07,1.05843e-06, 0.1, 0.1, 0.1, 0.499996, 0.499997, 0.499999
-0.999933,-0.011525, -0.000238944, 0.000617109, -4.29282e-05,-7.08615e-06,8.15855e-06, 0.0999999, 0.1, 0.0999999, 0.49999, 0.499997, 0.499994
-0.999933,-0.011525, -0.000239645, 0.00061768, -9.66841e-05,-1.74932e-05,2.22671e-05, 0.0999999, 0.0999999, 0.0999999, 0.499981, 0.499996, 0.49999
-0.999933,-0.0115248, -0.000241083, 0.000617753, -0.000154587,-2.80889e-05,3.55922e-05, 0.0999999, 0.0999999, 0.0999999, 0.499975, 0.499996, 0.499988
-0.999933,-0.0115246, -0.000243586, 0.000618214, -0.000197346,-1.9548e-05,4.40551e-05, 0.0999998, 0.0999997, 0.0999998, 0.49997, 0.499995, 0.499987
-0.999933,-0.0115244, -0.000245548, 0.000618626, -0.000215002,-9.46946e-06,3.12027e-05, 0.0999998, 0.0999997, 0.0999998, 0.499968, 0.499993, 0.499987
-0.999933,-0.0115246, -0.000247912, 0.00061965, -0.00021054,1.50947e-05,-2.86121e-06, 0.0999997, 0.0999996, 0.0999998, 0.499966, 0.499992, 0.499986
-0.999933,-0.0115236, -0.000251813, 0.000619763, -0.000198684,1.96767e-05,-6.77297e-05, 0.0999994, 0.0999992, 0.0999997, 0.499966, 0.499991, 0.499983
-0.999933,-0.011523, -0.00025482, 0.000620463, -0.000204699,2.27278e-05,-0.000121549, 0.0999991, 0.0999989, 0.0999995, 0.499964, 0.499991, 0.499978
-0.999933,-0.0115223, -0.000256399, 0.000620853, -0.00020227,4.30681e-06,-0.000119816, 0.099999, 0.0999986, 0.0999992, 0.499962, 0.49999, 0.499978
-0.999933,-0.0115224, -0.000259077, 0.000622172, -0.000253226,1.90247e-06,-0.000108686, 0.0999989, 0.0999985, 0.099999, 0.499959, 0.499989, 0.499974
-0.999933,-0.0115212, -0.00026083, 0.000630441, 6.04278e-05,2.78112e-05,-0.000486359, 0.0999943, 0.0999984, 0.0999944, 0.499634, 0.499988, 0.499676
-0.999934,-0.0115032, -0.000251447, 0.000611528, 0.00301429,-4.33329e-07,-0.00254439, 0.0999541, 0.0999952, 0.0999551, 0.495154, 0.499759, 0.495673
-0.999933,-0.0115462, -0.000310268, 0.000597175, 0.00278743,-0.000373815,-0.00662532, 0.0998164, 0.0999726, 0.0998335, 0.491546, 0.499343, 0.491359
-0.999932,-0.0116022, -0.000330387, 0.000619873, -0.0103294,0.000444983,-0.00816006, 0.0996714, 0.0998816, 0.099778, 0.480043, 0.498903, 0.480921
-0.999931,-0.0116948, -0.000326812, 0.000753193, -0.0462792,0.0144593,-0.0121804, 0.0995247, 0.0997508, 0.0997482, 0.468902, 0.496214, 0.472449
-0.999931,-0.0117002, -0.000212288, 0.000810068, -0.0503359,0.0136631,-0.00879877, 0.0994189, 0.0996757, 0.0997124, 0.457649, 0.492986, 0.465552
-0.999931,-0.01169, -0.000202353, 0.000843417, -0.0495599,0.0132067,-0.00867662, 0.0993615, 0.0996088, 0.0997062, 0.455659, 0.491835, 0.465426
-0.999931,-0.0117312, -0.000230393, 0.000822521, -0.0497539,0.0147623,-0.00895796, 0.0993304, 0.0995628, 0.0996962, 0.455583, 0.491245, 0.464329
-0.999931,-0.0117392, -0.000265834, 0.000820517, -0.0519966,0.0173758,-0.00979518, 0.0993194, 0.0995448, 0.0996908, 0.454632, 0.49027, 0.460859
-0.999931,-0.0117452, -0.000289148, 0.000872908, -0.0614932,0.0182983,-0.00852324, 0.0992809, 0.0995412, 0.0996565, 0.445825, 0.489243, 0.450378
-0.99993,-0.0117484, -0.000271719, 0.000947577, -0.0685994,0.016027,-0.0072198, 0.0992499, 0.0995192, 0.0996404, 0.437429, 0.487721, 0.442158
-0.99993,-0.0117601, -0.000200825, 0.000960263, -0.0669967,0.0149392,-0.00433388, 0.0991925, 0.0994756, 0.0996295, 0.432898, 0.485567, 0.438393
-0.99993,-0.0117483, -4.08904e-05, 0.00105239, -0.0660847,0.0108872,-0.0036645, 0.0990731, 0.0993598, 0.0995978, 0.429412, 0.481027, 0.437865
-0.999931,-0.0117134, 0.00019857, 0.00111184, -0.0627471,0.00797329,-0.00537999, 0.0988779, 0.0991933, 0.0995493, 0.425216, 0.475312, 0.436818
-0.999931,-0.0117189, 0.000384757, 0.0010962, -0.0633058,0.0050451,-0.0068879, 0.0986687, 0.0989648, 0.0995137, 0.422761, 0.471643, 0.435742
