1.61859e+09,2.7571e-05,0.000629107,0.00022168,1,0.000124442,0.000207083,0.000771122
1.61859e+09,2.16744e-05,0.00109305,0.000534031,0.999999,-6.70756e-05,-0.000158691,0.00127525
1.61859e+09,5.64022e-05,0.00133985,0.000426284,0.999999,-4.15594e-06,0.000106772,0.002212
1.61859e+09,7.87696e-05,0.00156737,0.000408246,0.999999,0.000175035,1.44105e-05,0.00314204
1.61859e+09,0.000283035,0.00152811,0.000638291,0.999999,-0.000444342,-0.000117934,0.00402914
1.61859e+09,0.000305708,0.0017087,0.000473045,0.999998,-0.00070232,-0.000210037,0.00498332
1.61859e+09,0.000322623,0.00191667,0.000676268,0.999998,-0.00217213,-0.000967746,0.00904179
1.61859e+09,0.000292796,0.00193315,0.000801165,0.999998,-0.00370304,-0.000661083,0.00792003
1.61859e+09,0.000337836,0.00182362,0.000967974,0.999998,-0.00340467,-0.00120195,0.00698034
1.61859e+09,0.000126596,0.00182411,0.00107886,0.999998,-0.00293401,-0.00128506,0.00739317
1.61859e+09,0.000285613,0.00130671,0.00112872,0.999998,-0.000817796,-0.00114423,0.00530297
1.61859e+09,0.00014265,0.00564297,0.00057723,0.999984,0.00195296,0.000872633,0.00703564
1.61859e+09,-0.00219323,0.0155962,0.00307014,0.999871,0.00534466,0.00478585,0.00977003
1.61859e+09,-0.00477797,-0.00215695,0.00273251,0.999983,-0.00265624,0.00755544,0.0398856
1.61859e+09,-0.00245783,-0.0185459,-0.0030114,0.99982,0.00498553,0.00334917,0.0670585
1.61859e+09,0.000943405,-0.0304761,-0.0103509,0.999481,0.00776888,6.63419e-05,0.0760813
1.61859e+09,0.00398218,-0.043157,-0.0178492,0.998901,0.0219648,-0.000470438,0.145232
1.61859e+09,-0.000299733,-0.04062,-0.0209833,0.998954,0.0253333,0.00181201,0.193653
1.61859e+09,-0.00606037,-0.038098,-0.0225225,0.999002,0.0307995,0.00959103,0.241618
1.61859e+09,-0.00907083,-0.0375328,-0.0236893,0.998973,0.0349328,0.0182167,0.279564
1.61859e+09,-0.00785176,-0.0272258,-0.0205086,0.999388,0.0360878,0.0246282,0.313266
1.61859e+09,-0.0032652,-0.0248337,-0.0200759,0.999485,0.0376889,0.0334271,0.333913
1.61859e+09,-0.00037173,-0.0269019,-0.0187724,0.999462,0.037345,0.0396023,0.344357
1.61859e+09,-0.00787132,-0.03374,-0.0114153,0.999334,0.0331893,0.0414988,0.370159
1.61859e+09,-0.00790767,-0.045985,-0.00506735,0.998898,0.0297137,0.0411308,0.387766
1.61859e+09,-0.000740395,-0.0505087,-0.00177254,0.998722,0.0268585,0.0381222,0.38072
1.61859e+09,0.000792508,-0.0503306,-0.00140226,0.998731,0.0255837,0.0390092,0.379695
1.61859e+09,-0.00305412,-0.0454892,-0.00146652,0.998959,0.0229923,0.0421022,0.380694
1.61859e+09,-0.00675132,-0.0410669,-0.00205833,0.999131,0.025161,0.046495,0.381841
1.61859e+09,-0.00895791,-0.0387113,-0.00221406,0.999208,0.0259111,0.0488908,0.379964
1.61859e+09,-0.00938313,-0.0407618,-0.00182616,0.999123,0.0199789,0.0499604,0.380872
1.61859e+09,-0.013103,-0.045742,-0.00137263,0.998866,0.0180327,0.052509,0.371643
1.61859e+09,-0.0323416,-0.0469178,-0.0019605,0.998373,0.0143967,0.0587748,0.376048
1.61859e+09,-0.0661035,-0.0444181,-0.00305454,0.996819,0.0115473,0.0649895,0.388944
1.61859e+09,-0.108258,-0.045293,-0.00376866,0.993083,0.0109188,0.0658613,0.384308
1.61859e+09,-0.153617,-0.0476819,-0.00422266,0.98697,0.00958783,0.0668128,0.377729
1.61859e+09,-0.199059,-0.0490999,-0.00394566,0.978749,0.00940607,0.0659173,0.367672
1.61859e+09,-0.24317,-0.0480961,-0.00345971,0.968784,0.0093123,0.0646489,0.350567
1.61859e+09,-0.28672,-0.0419513,-0.00361305,0.957089,0.0103407,0.0650891,0.339818
1.61859e+09,-0.324829,-0.0285865,-0.00597566,0.945322,0.0119955,0.0602631,0.3283
1.61859e+09,-0.35932,-0.0130232,-0.00914563,0.933079,0.0126621,0.0547773,0.317062
1.61859e+09,-0.393547,0.00205775,-0.0130559,0.91921,0.0129684,0.0506713,0.306306
1.61859e+09,-0.427194,0.0165239,-0.0162303,0.903863,0.00981571,0.0378419,0.295153
1.61859e+09,-0.456547,0.0228792,-0.0178704,0.889225,0.0075711,0.037361,0.294108
1.61859e+09,-0.47135,0.0163046,-0.0153442,0.881662,0.00402871,0.0280622,0.295931
1.61859e+09,-0.478304,0.00724046,-0.0136542,0.878058,0.00171563,0.0317067,0.297716
1.61859e+09,-0.483376,0.00415955,-0.0133088,0.875302,0.00313106,0.0283985,0.29595
1.61859e+09,-0.487535,0.011011,-0.0155111,0.872896,-0.000270832,0.0207883,0.292572
