0, -nan
0, 1.64325e-156
0, -nan
0, -nan
0, -nan
0, -nan
0, -nan
0, -nan
0, -nan
0, 1.73229
0, 3.85811
0, 1.73229
0, 3.85811
0, 1.73229
0, 7.41396e-158
0, 1.73229
0, 7.41396e-158
0, 1.73229
0, 7.41396e-158
0, 1.73229
0, 7.41396e-158
0, 1.73229
0, 7.41396e-158
0, 3.37907
0, 6.89631
0, 7.43736e-158
0, 7.41046e-158
0, 4.81338
0, 5.65355
0, 0
0, -nan
0, 3.29541e-155
0, 0.441625
0, -nan
0, 1.4111
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, -nan
0, 2.17678e-158
0, 0
0, -nan
0, -nan
0, 3.38753
0, -nan
0, -nan
0, -nan
0, 0.0603626
0, 2.15993e-158
0, 1.59345
0, 7.36488e-158
0, -nan
0, 0
0, 0
0, -nan
0, 6.85755e-155
0, 96.0898
0, 5.00028
0, 4.85641e-155
0, 2.28415e-158
0, 7.42786e-158
0, 0.0032226
0, 0.0381291
0, 0
0, 0
0, -nan
0, -nan
0, -nan
0, -nan
0, -nan
0, 5.3234
0, 0
0, 1.75109
0, 1.31435e-155
0, 103.586
0, 7.45468e-158
0, 0
0, 2.5761e-158
0, 1.00244
0, 0.818553
0, -nan
