0, 0, 0, 0.0316228, 0.0316228, 0.0316228
0.00795333, 0.000658272, 0.00300462, 0.141173, 0.141173, 0.076571
0.00328917, 0.021552, 0.00444506, 0.164666, 0.164431, 0.0889031
-0.00301629, 0.0372974, 0.133377, 0.184377, 0.182706, 0.101781
-0.000834862, 0.00771578, 0.285311, 0.194905, 0.192277, 0.11427
0.0052124, -0.0297173, 0.376771, 0.196877, 0.193793, 0.125638
-0.0135175, -0.0393594, 0.489435, 0.197106, 0.193209, 0.135474
-0.0459646, -0.0253465, 0.598078, 0.19418, 0.193243, 0.14174
-0.0308961, -0.0246306, 0.603468, 0.194811, 0.194111, 0.146821
0.00110011, -0.00956408, 0.569967, 0.199637, 0.198156, 0.150823
0.00390456, -0.000660917, 0.559209, 0.207774, 0.205698, 0.153528
-0.00650573, 0.0183225, 0.524872, 0.215103, 0.212516, 0.155744
-0.0334624, 0.0273164, 0.484736, 0.219457, 0.215188, 0.158696
-0.036419, 0.0190987, 0.439167, 0.225572, 0.213332, 0.165312
-0.0101617, 0.00956369, 0.371784, 0.233279, 0.209612, 0.174733
0.00734938, 0.0351234, 0.261344, 0.238676, 0.205164, 0.183919
0.0133285, 0.054315, 0.0755753, 0.239692, 0.199374, 0.191387
0.0297473, 0.0621207, -0.0495678, 0.23796, 0.195438, 0.195555
0.0646774, 0.0513725, -0.117026, 0.228952, 0.193782, 0.192771
0.0808485, 0.0317194, -0.129408, 0.213521, 0.193506, 0.182533
0.0672098, 0.0281175, -0.111092, 0.200726, 0.193549, 0.171551
0.0399439, 0.0469597, -0.0534495, 0.197247, 0.194805, 0.166647
0.0285601, 0.0639165, 0.0188543, 0.198939, 0.198119, 0.168411
0.00676086, 0.0872946, 0.0486234, 0.199933, 0.205098, 0.177618
-0.0107947, 0.0992817, 0.0314394, 0.199042, 0.219918, 0.194565
-0.0287105, 0.099285, 0.00725409, 0.197438, 0.242908, 0.215842
-0.0389423, 0.080634, -0.0312593, 0.195756, 0.270472, 0.239306
-0.0233589, 0.0632508, -0.0614248, 0.195523, 0.300499, 0.263904
-0.00318266, 0.0691723, -0.0788149, 0.197045, 0.329764, 0.287964
0.00798982, 0.0619769, -0.0803278, 0.197712, 0.353941, 0.309278
0.0134116, 0.0509977, -0.0895385, 0.196893, 0.367839, 0.324663
0.0152792, 0.0265436, -0.0972273, 0.196124, 0.370221, 0.332326
-0.0107456, -0.003723, -0.0938254, 0.196263, 0.360211, 0.331311
-0.0475342, -0.0045731, -0.0828097, 0.195385, 0.340297, 0.320232
-0.0486105, -0.0288212, -0.0685797, 0.194705, 0.31505, 0.302025
-0.0478926, -0.0475466, -0.0639649, 0.194001, 0.286334, 0.279194
-0.0411035, -0.0594572, -0.06505, 0.193365, 0.255868, 0.253883
-0.0288206, -0.0593406, -0.0513308, 0.192941, 0.227956, 0.22932
-0.0214727, -0.0532886, -0.0393292, 0.19258, 0.205569, 0.209149
-0.0197074, -0.0441267, -0.0314642, 0.192124, 0.18979, 0.194745
-0.0126034, -0.0320552, -0.0321935, 0.191524, 0.180286, 0.185816
-0.00659012, -0.0288659, -0.0233678, 0.19164, 0.176325, 0.181629
-0.00399963, -0.0294678, -0.0163982, 0.191941, 0.176525, 0.180917
0.00396595, -0.0259221, -0.00738806, 0.191888, 0.179641, 0.182389
0.0042074, -0.0229262, 0.000397707, 0.191786, 0.185099, 0.185829
0.00370407, -0.0266444, 0.00609025, 0.192009, 0.192698, 0.191327
0.0283324, -0.0210635, 0.015302, 0.191816, 0.202992, 0.19936
0.0432803, -0.0102264, 0.0346043, 0.191831, 0.216563, 0.210474
0.0232852, -0.0128389, 0.056088, 0.192357, 0.231868, 0.223365
0.001171, -0.0142627, 0.0842623, 0.192974, 0.24701, 0.236542
-0.00601809, -0.0357634, 0.0926031, 0.194261, 0.260442, 0.249929
-0.0100881, -0.0595101, 0.0768044, 0.194726, 0.271719, 0.262597
-0.0101427, -0.0572963, 0.0533629, 0.192732, 0.280595, 0.273376
0.00898097, -0.0600831, 0.0301929, 0.189713, 0.286284, 0.281921
0.0272951, -0.0634749, -0.0283267, 0.185044, 0.287762, 0.287768
0.0180822, -0.0654554, -0.104255, 0.17905, 0.285177, 0.291072
0.00978763, -0.0406426, -0.158897, 0.173523, 0.280584, 0.292873
0.0149046, -0.0299368, -0.155903, 0.170592, 0.274917, 0.29247
0.0193145, -0.00691724, -0.151721, 0.169501, 0.268184, 0.289964
0.0181714, 0.000853956, -0.155479, 0.170015, 0.260743, 0.286346
0.0187933, -0.0104635, -0.167665, 0.171118, 0.253595, 0.283237
0.000521572, -0.0198206, -0.150769, 0.173142, 0.245935, 0.279574
-0.0134741, -0.0263615, -0.105512, 0.176049, 0.236504, 0.272879
-0.0190693, -0.037624, -0.0596069, 0.178814, 0.225307, 0.262458
-0.0168107, -0.0363125, -0.0129212, 0.181717, 0.213535, 0.250236
-0.0174731, -0.0300766, -0.00329922, 0.183707, 0.202177, 0.237775
-0.0222595, -0.0224057, -0.0185245, 0.184627, 0.191879, 0.225664
-0.0101693, -0.0103812, -0.0236858, 0.1852, 0.183864, 0.214747
0.00383145, 0.00126811, -0.0200602, 0.185308, 0.178677, 0.205728
