1618587241689484119, -0.999989, 2.5499e-06, 0.00462915, 0.00055083, 0, 0, 0, 0, 0, 0
1618587242058840990, -0.999868, -0.000871747, 0.0161729, 0.000814329, 0.00199014, -0.000209974, 0.000437013, 0.0314326, -0.00024549, 0.00827521
1618587242158954382, -0.998502, 0.00228361, 0.0545953, 0.00293026, 0.00496754, 0.00139428, 0.000756176, 0.00670532, 0.0276608, 0.039277
1618587242259041309, -0.998533, 0.00962233, 0.0528388, 0.0069233, 0.00223204, 0.00346212, 0.0125251, -0.0450677, 0.0129409, 0.211213
1618587242358931780, -0.999027, 0.0151099, 0.0404686, 0.00891706, -0.00249086, 0.0041297, 0.0423249, -0.0355882, 0.006439, 0.387962
1618587242458764076, -0.999495, 0.018979, 0.0229292, 0.0111509, -0.00739648, 0.00467711, 0.0914283, -0.0393085, 0.00441312, 0.570016
1618587242558628798, -0.99961, 0.0230342, -0.00629931, 0.0144462, -0.0142044, 0.00490883, 0.157333, -0.0522575, -0.00441022, 0.686284
1618587242658495188, -0.998884, 0.0259688, -0.0371791, 0.0131919, -0.0242428, 0.00622698, 0.231423, -0.0838175, 0.00669584, 0.730896
1618587242758399725, -0.997152, 0.0279391, -0.0699177, 0.00443741, -0.0377126, 0.0108308, 0.306857, -0.103999, 0.0383474, 0.711666
1618587242858331203, 0.996404, -0.029989, 0.0791548, 0.00389533, -0.0501871, 0.0175595, 0.379212, -0.0979233, 0.0583155, 0.659471
1618587242958321810, 0.996593, -0.0313901, 0.0758998, 0.00750282, -0.0603286, 0.0235395, 0.440335, -0.0960142, 0.0518432, 0.574455
1618587243058415174, 0.996557, -0.0307333, 0.0766748, 0.0070463, -0.0701753, 0.0277229, 0.491239, -0.108551, 0.0449593, 0.502671
1618587243158450365, 0.995192, -0.0264796, 0.0942401, 0.00328032, -0.0818357, 0.0316415, 0.533497, -0.13074, 0.0480454, 0.422626
1618587243258378267, -0.993939, 0.0200876, -0.107983, 0.00465216, -0.0957297, 0.0371154, 0.563457, -0.135098, 0.0702809, 0.245489
1618587243358340502, -0.993347, 0.0143996, -0.113703, 0.011235, -0.107051, 0.0440893, 0.577061, -0.0951877, 0.0736181, 0.0821375
1618587243458423853, -0.99409, 0.0115717, -0.1071, 0.01343, -0.113356, 0.0503372, 0.578808, -0.0586811, 0.0676078, -0.0135074
1618587243558581591, -0.995374, 0.0112209, -0.0939512, 0.0166681, -0.11226, 0.0551839, 0.572024, 0.00704168, 0.039589, -0.0646374
1618587243658754826, -0.996469, 0.0115105, -0.0792676, 0.0251609, -0.105769, 0.0559172, 0.564044, 0.0244512, 0.00831371, -0.0878793
1618587243758917332, -0.997104, 0.0126545, -0.0697526, 0.0275243, -0.100411, 0.056023, 0.561155, 0.0139213, 0.014893, -0.0642347
1618587243858978987, -0.997864, 0.0134006, -0.0609822, 0.0191918, -0.096279, 0.0582762, 0.561087, 0.0162895, 0.0363087, -0.00313
1618587243958994627, 0.998079, -0.0170291, 0.0595739, 0.000389864, -0.091731, 0.0640162, 0.561974, 0.00998733, 0.0644061, 0.042676
1618587244058943987, 0.99687, -0.0211397, 0.0696072, 0.0309641, -0.0893437, 0.0719161, 0.566576, -0.0082337, 0.089939, 0.0575056
1618587244158811331, 0.994187, -0.0237098, 0.0779305, 0.0704073, -0.0884889, 0.0808763, 0.572149, -0.00999213, 0.106653, 0.0454132
1618587244258609056, 0.989488, -0.0239272, 0.0798421, 0.11818, -0.0881504, 0.0892977, 0.574084, -0.00826262, 0.0920109, 0.0130896
1618587244358387470, 0.982578, -0.0234183, 0.0695551, 0.170746, -0.0876633, 0.0947796, 0.568863, 0.0157779, 0.0846949, -0.0140632
1618587244458334684, 0.973841, -0.0251186, 0.0570767, 0.218507, -0.0838944, 0.0991225, 0.559373, 0.0436668, 0.0852167, -0.042454
1618587244558413982, 0.963836, -0.0267532, 0.0526366, 0.259871, -0.0780346, 0.102131, 0.548257, 0.0539403, 0.0716146, -0.065327
1618587244658491850, 0.953147, -0.0273199, 0.0531074, 0.296555, -0.0733374, 0.10401, 0.537837, 0.0380317, 0.0578608, -0.0679367
1618587244758679152, 0.941509, -0.0284716, 0.0515066, 0.331808, -0.070223, 0.106015, 0.52935, 0.0311469, 0.0425226, -0.0626173
1618587244858903885, 0.927463, -0.0327755, 0.042847, 0.370003, -0.0681952, 0.105728, 0.520975, 0.0230237, 0.0176387, -0.0718741
1618587244959013224, 0.9116, -0.0360336, 0.031831, 0.408256, -0.0680982, 0.0980254, 0.512912, 0.00136994, -0.0203326, -0.0542246
1618587245059138060, 0.898275, -0.0365995, 0.0253677, 0.437172, -0.0703938, 0.08614, 0.505879, -0.0129932, -0.0553855, -0.0201797
1618587245159339428, 0.88802, -0.0364385, 0.0260298, 0.457619, -0.0726806, 0.0745923, 0.500158, -0.0131567, -0.0851726, -0.0404679
1618587245259535313, 0.878508, -0.0369058, 0.0258826, 0.475596, -0.0750842, 0.067063, 0.492679, -0.0110967, -0.101906, -0.0772201
1618587245359578609, 0.870889, -0.0369976, 0.021886, 0.489597, -0.0763238, 0.0604549, 0.482674, 0.00194247, -0.128187, -0.0944348
1618587245459610224, 0.86812, -0.0377187, 0.0166364, 0.494639, -0.0764153, 0.0557801, 0.473389, 0.0116075, -0.135325, -0.099667
1618587245559674025, 0.868918, -0.0375549, 0.0170516, 0.493235, -0.0765678, 0.0533225, 0.467863, 0.0119194, -0.138441, -0.0880388
1618587245659750938, 0.871652, -0.0362793, 0.0197995, 0.488379, -0.077248, 0.0571981, 0.468423, 0.0107452, -0.121363, -0.0731738
1618587245759809017, 0.8751, -0.0357781, 0.0207735, 0.48217, -0.0780672, 0.0641417, 0.47155, 0.0111317, -0.0929482, -0.0567945
1618587245859880686, 0.880096, -0.035658, 0.0227741, 0.472906, -0.0783983, 0.0665737, 0.471176, 0.0101462, -0.0778631, -0.0375533
1618587245960002422, 0.890773, -0.036688, 0.0294431, 0.452007, -0.0787423, 0.0690258, 0.470798, 0.0154277, -0.0818774, -0.00800311
1618587246060187340, 0.906486, -0.0390994, 0.0402261, 0.418494, -0.0768075, 0.0732517, 0.475074, 0.0267411, -0.0941304, -0.00575352
1618587246160275221, 0.922815, -0.0418798, 0.051692, 0.379455, -0.0759091, 0.0811765, 0.482674, 0.0280502, -0.103905, -0.0125059
1618587246260257244, 0.939763, -0.0477302, 0.0572093, 0.333609, -0.0725267, 0.0801048, 0.480295, 0.0309585, -0.115314, -0.0132294
1618587246360180855, 0.958204, -0.053513, 0.0633015, 0.273816, -0.0695373, 0.0814733, 0.479065, 0.031881, -0.126902, -0.00772471
