0, 0
0, 50.4699
0, 1.05297e-155
0, 0.00225357
0, 0.00224297
0, -nan
0, -nan
0, -nan
0, -nan
0, -nan
0, 0.535803
0, 2.51796e-158
0, 9.11375e-150
0, 0.547859
0, 40.7103
0, 1.29177e-154
0, 0.547859
0, 1.29177e-154
0, 0.547859
0, 1.29177e-154
0, -nan
0, 1.29177e-154
0, 0.547859
0, 40.7103
0, 5.23623e-155
0, 2.10669e-155
0, 0.2468
0, 1.07604e-154
0, 1.49308e-154
0, 1.3711e-160
0, 3.54731
0, 2.84808e-158
0, 0
0, 0
0, -nan
0, 0
0, 3.331e-158
0, -nan
0, 3.331e-158
0, -nan
0, 3.331e-158
0, -nan
0, 3.331e-158
0, -nan
0, 3.331e-158
0, -nan
0, 0
0, -nan
0, 0
0, 4.00273
0, 3.43483e-06
0, 6.99811e-155
0, 4.52987e-155
0, 3.86086e-10
0, 7.40611e-155
0, 6.1382e-155
0, 6.92068e-155
0, 2.16886e-153
0, 0
0, 2.7917
0, 3.41473
0, 0
0, -nan
0, 3.68396e-11
0, 5.4958e-155
0, 3.33273e-158
0, -nan
0, 3.33273e-158
0, -nan
0, 3.33273e-158
0, -nan
0, 3.33273e-158
0, -nan
0, 0
0, -nan
0, 8.85841e-156
0, 7.20383e-155
0, 7.25763e-155
0, 5.54267e-155
0, -nan
0, 8.17919e-145
0, 6.31207e-155
0, 0
0, 0
0, 2.68655e-06
0, 5.45416e-155
0, 4.31645e-155
0, 2.04668
0, 0
0, -nan
0, 5.73824e-155
0, 0
0, 5.73824e-155
0, 0
0, 5.73824e-155
0, 0
0, 5.73824e-155
0, 0
0, 0
0, 4.93377e-155
0, -nan
0, 0
0, 4.53668e-155
0, 1.0956
0, 6.98243e-155
0, 0
0, -nan
0, -nan
0, 0
0, 3.99743e-155
0, 3.58402e-158
0, 0
0, 0
0, 0
0, -nan
0, 36.0156
0, -nan
0, 36.0156
0, -nan
0, -nan
0, 8.17101e-142
0, 0
0, -nan
0, 1
0, 3.68383e-144
0, 2.4646e-158
0, -nan
0, 0.495161
0, -nan
0, 0.495161
0, 0
0, -nan
0, -nan
0, -nan
0, 1.18327
0, 6.43622e-155
0, 1.85729e-155
0, 0
0, 0
0, 6.20448e-155
0, 1.48048e-155
0, 6.28449e-155
0, 0
0, 5.82663e-155
0, -nan
0, 0
0, 0
0, 5.9318e-16
0, 0
0, 5.62825
0, 1
0, -nan
0, 5.62825
0, 1
0, -nan
0, 8.39298e-67
0, 2.88831
0, 1.80521e-144
0, 0
0, 0
0, 0
0, 6.20117e-07
0, 4.1528e-151
0, 0
0, -nan
0, 0
0, 1
0, 1.1588e-157
0, 0.0105551
0, 1.97694e-155
0, 21.3724
0, 0.212195
0, 0
0, 0
0, 4.9234
0, -nan
0, 4.9234
0, -nan
0, 0.232959
0, 6.22713e-155
0, 4.7621e-155
0, 6.2241e-155
0, 0.677031
0, 3.09279e-155
0, 0
0, 6.56458e-155
0, 0
0, 4.71057e-155
0, 7.43544e-155
0, 2.35883e-155
0, 0
0, 7.43544e-155
0, 6.98243e-155
0, 0
0, 2.60438e-07
0, 4.12108
0, 0
0, 2.62827e-155
