-0.999899,-0.0124442, -0.00404862, 0.00557901, 0,0,0, 0.1, 0.1, 0.1, 0.5, 0.5, 0.5
-0.999899,-0.0124442, -0.00404862, 0.00557901, 0,0,0, 0.1, 0.1, 0.1, 0.5, 0.5, 0.5
-0.9999,-0.0123602, -0.00406399, 0.0056105, -0.0154013,-0.0012586,-0.00452719, 0.0997055, 0.0999967, 0.0997064, 0.470955, 0.499735, 0.47352
-0.999899,-0.0123951, -0.0039814, 0.00567061, 0.000523126,-0.00408209,-0.0200685, 0.099685, 0.0999751, 0.0997018, 0.454, 0.497613, 0.463125
-0.999901,-0.0123027, -0.00395465, 0.00551057, -0.00119269,-0.00473527,-0.0195741, 0.099604, 0.0999221, 0.0996704, 0.449895, 0.494744, 0.462653
-0.999901,-0.012367, -0.00378637, 0.00558224, -0.00697616,-0.000668116,-0.0148415, 0.0993991, 0.0997739, 0.0996088, 0.447831, 0.492407, 0.456443
-0.999896,-0.0125914, -0.00406734, 0.00570777, -0.049646,0.0145626,-0.0290923, 0.0990094, 0.0995714, 0.0994413, 0.429748, 0.490404, 0.432514
-0.999894,-0.0127039, -0.00430507, 0.00570821, -0.0901235,0.0193587,-0.0414612, 0.0986358, 0.0994352, 0.0992538, 0.393562, 0.490002, 0.401061
-0.999896,-0.0125499, -0.00438457, 0.00559617, -0.0949375,0.018089,-0.0501116, 0.098318, 0.0993512, 0.0990251, 0.353605, 0.489335, 0.37259
-0.999897,-0.0125198, -0.00444196, 0.00547612, -0.11861,0.00673072,-0.0527278, 0.0982272, 0.0992776, 0.0989861, 0.337292, 0.486512, 0.363774
-0.999897,-0.0124961, -0.00454788, 0.00537723, -0.128283,-0.00701954,-0.054067, 0.0982124, 0.0992495, 0.0989769, 0.334842, 0.483225, 0.362478
-0.999896,-0.0125484, -0.00439732, 0.00549637, -0.128213,0.00335532,-0.0533195, 0.0981996, 0.0992457, 0.098975, 0.334291, 0.480553, 0.360006
-0.999897,-0.0125297, -0.00431032, 0.00557224, -0.12663,0.00182957,-0.0514086, 0.098116, 0.0992272, 0.0989113, 0.33314, 0.47705, 0.358843
-0.999895,-0.0126463, -0.00410236, 0.0056879, -0.127636,-0.00803156,-0.0489286, 0.0980031, 0.0991517, 0.0988595, 0.331424, 0.470503, 0.356823
-0.999895,-0.0126992, -0.00395397, 0.00570081, -0.131238,-0.0165572,-0.0468848, 0.0978315, 0.0990143, 0.0988414, 0.328871, 0.463356, 0.35258
-0.999896,-0.0127027, -0.00386218, 0.00570462, -0.136405,-0.0198311,-0.0458259, 0.0975281, 0.0988133, 0.0988283, 0.322626, 0.460084, 0.34389
-0.999895,-0.0127517, -0.00382403, 0.00574093, -0.145844,-0.0224886,-0.0457971, 0.0970988, 0.0985836, 0.0987824, 0.310936, 0.459333, 0.330054
-0.999897,-0.012652, -0.00369775, 0.00567275, -0.147029,-0.0223221,-0.0419111, 0.0966675, 0.0983817, 0.0987013, 0.296882, 0.458244, 0.314864
-0.999899,-0.0125658, -0.00365809, 0.00552305, -0.140664,-0.0215362,-0.0413815, 0.0962849, 0.0982005, 0.098652, 0.28554, 0.457248, 0.304811
-0.999899,-0.0126266, -0.00369859, 0.00540657, -0.133047,-0.0261527,-0.0421943, 0.0959738, 0.0980275, 0.0985899, 0.276941, 0.454521, 0.29888
-0.999901,-0.0124584, -0.00384049, 0.00533554, -0.12925,-0.0349824,-0.0420904, 0.0957742, 0.0977911, 0.0984834, 0.272437, 0.442258, 0.29469
-0.999897,-0.0127431, -0.00396767, 0.00528105, -0.131008,-0.0207896,-0.041785, 0.0956562, 0.0974195, 0.0982622, 0.271585, 0.414408, 0.287284
-0.999896,-0.0128468, -0.0040058, 0.00527352, -0.130811,-0.0190804,-0.0411932, 0.0956265, 0.0969905, 0.09794, 0.271374, 0.374985, 0.27434
