-0.00517139, -0.000615339, -0.55855, -7.2655e-05, 0.000487252, 0.000295508, 0.0316228, 0.0316228, 0.0316228, 0.0316228, 0.0316228, 0.0316228
-0.00517139, -0.000615339, -0.55855, -7.2655e-05, 0.000487252, 0.000295508, 0.172256, 0.172256, 0.172256, 0.0316228, 0.0316228, 0.0316228
-0.0059637, -0.000683243, -0.558196, -9.9313e-05, 0.000653192, 0.000303221, 0.19313, 0.193087, 0.193096, 0.0315721, 0.0315756, 0.031607
-0.00651544, -0.000810399, -0.557696, -0.000126997, 0.000711481, 0.000299297, 0.211627, 0.211489, 0.211382, 0.031477, 0.0314902, 0.0315912
-0.00585149, -0.000915288, -0.554943, -0.000143855, 0.000601994, 0.00029131, 0.228094, 0.227961, 0.227062, 0.0313239, 0.0313377, 0.0315752
-0.00600702, -0.00114291, -0.555801, -0.000193719, 0.000666973, 0.000281482, 0.242958, 0.242947, 0.239851, 0.0311098, 0.0311105, 0.031559
-0.00515674, -0.00139045, -0.557576, -0.000257808, 0.000519702, 0.00026997, 0.256809, 0.256768, 0.250099, 0.0308374, 0.03085, 0.0315426
-0.00438111, -0.000694586, -0.55998, -0.000143233, 0.00037447, 0.000257094, 0.270125, 0.269591, 0.259617, 0.0305045, 0.0306078, 0.0315258
-0.00374549, 0.000292933, -0.562979, 1.83198e-05, 0.000210315, 0.000245465, 0.282953, 0.281509, 0.269582, 0.0301161, 0.0303869, 0.0315083
-0.00382595, 0.000940979, -0.563896, 0.000113006, 0.000218397, 0.000238288, 0.294676, 0.292592, 0.278211, 0.0296795, 0.0300721, 0.03149
-0.00374345, 0.00159138, -0.567866, 0.000228996, 0.000227093, 0.000234616, 0.304752, 0.302815, 0.283474, 0.0291934, 0.029565, 0.0314727
-0.00367404, 0.00221013, -0.564942, 0.000277889, 0.000239024, 0.000224926, 0.313431, 0.312115, 0.285555, 0.0286435, 0.0289046, 0.0314562
-0.00212089, 0.0025439, -0.562415, 0.000319449, 1.06047e-05, 0.000228068, 0.321492, 0.320496, 0.287106, 0.0280269, 0.0282284, 0.0314405
0.000230423, 0.00249019, -0.557991, 0.000308212, -0.00033689, 0.000226794, 0.328899, 0.328063, 0.287567, 0.0273644, 0.0275397, 0.031425
0.001762, 0.00184535, -0.55584, 0.000227479, -0.000535696, 0.000229066, 0.335648, 0.335035, 0.286502, 0.0266972, 0.0268461, 0.0314087
