1618585871199464321, -0.999995, -2.48314e-06, -0.00299222, 0.00082986, 0, 0, 0, 0, 0, 0
1618585871562609434, -0.999994, -0.00067701, 0.00330289, 0.00100122, -0.00109015, 0.00101651, 9.1174e-05, -0.000221111, 0.00482657, 0.00311735
1618585871662608147, -0.999659, 0.00192727, 0.0257458, 0.0039673, 0.00033628, 0.00172761, 0.00219302, 0.00545483, 0.0117586, 0.060154
1618585871762669086, -0.999846, 0.00828108, 0.011747, 0.0101113, -0.00039163, 0.00209359, 0.0212157, -0.0216442, 0.00746417, 0.290446
1618585871862672806, -0.99962, 0.0152056, -0.0205636, 0.0103321, -0.00288301, 0.000465169, 0.0614901, -0.0202098, -0.0392584, 0.449703
1618585871962612152, -0.999329, 0.0205802, -0.029943, 0.00468935, -0.00480921, -0.00393626, 0.113159, -0.036412, -0.0546714, 0.552842
1618585872062501192, 0.998417, -0.0266848, 0.0493194, 0.00431485, -0.0100352, -0.00786229, 0.172255, -0.0682626, -0.0473355, 0.621277
1618585872162339211, 0.997846, -0.0326335, 0.0558428, 0.0109886, -0.0156533, -0.0105869, 0.236464, -0.0578571, -0.0153427, 0.662401
1618585872262138367, 0.9978, -0.0369243, 0.0531085, 0.0145014, -0.021072, -0.00982533, 0.300271, -0.0665726, 0.0206392, 0.625321
1618585872361916304, 0.997141, -0.038028, 0.0642675, 0.011509, -0.0291378, -0.00596707, 0.356668, -0.0852016, 0.0587154, 0.492103
1618585872461812258, 0.997115, -0.0371969, 0.0660702, 0.00348864, -0.0383994, 0.000405459, 0.394585, -0.085116, 0.0834617, 0.286152
1618585872561799049, -0.99753, 0.0377274, -0.0590499, 0.00485837, -0.0456669, 0.00745465, 0.417334, -0.0492156, 0.074506, 0.14873
1618585872661868334, -0.997094, 0.0417479, -0.0627115, 0.0112691, -0.0488447, 0.013741, 0.426649, -0.0154168, 0.0689358, 0.050449
1618585872761938095, -0.997081, 0.045419, -0.0594164, 0.0153722, -0.0490699, 0.0195269, 0.426933, -0.0017725, 0.0565187, -0.0166099
1618585872861891031, -0.997305, 0.0466284, -0.0548302, 0.0142368, -0.048522, 0.0247653, 0.422552, 0.00413329, 0.0481223, -0.0290237
